system:index,0_cumulative_cost,10_cumulative_cost,11_cumulative_cost,12_cumulative_cost,13_cumulative_cost,14_cumulative_cost,15_cumulative_cost,16_cumulative_cost,17_cumulative_cost,18_cumulative_cost,19_cumulative_cost,1_cumulative_cost,20_cumulative_cost,21_cumulative_cost,22_cumulative_cost,23_cumulative_cost,24_cumulative_cost,25_cumulative_cost,26_cumulative_cost,27_cumulative_cost,28_cumulative_cost,29_cumulative_cost,2_cumulative_cost,30_cumulative_cost,31_cumulative_cost,32_cumulative_cost,33_cumulative_cost,34_cumulative_cost,35_cumulative_cost,36_cumulative_cost,37_cumulative_cost,38_cumulative_cost,39_cumulative_cost,3_cumulative_cost,40_cumulative_cost,41_cumulative_cost,42_cumulative_cost,43_cumulative_cost,44_cumulative_cost,45_cumulative_cost,46_cumulative_cost,47_cumulative_cost,48_cumulative_cost,49_cumulative_cost,4_cumulative_cost,50_cumulative_cost,51_cumulative_cost,52_cumulative_cost,53_cumulative_cost,54_cumulative_cost,55_cumulative_cost,56_cumulative_cost,57_cumulative_cost,58_cumulative_cost,59_cumulative_cost,5_cumulative_cost,60_cumulative_cost,61_cumulative_cost,62_cumulative_cost,63_cumulative_cost,64_cumulative_cost,65_cumulative_cost,66_cumulative_cost,67_cumulative_cost,68_cumulative_cost,69_cumulative_cost,6_cumulative_cost,70_cumulative_cost,71_cumulative_cost,72_cumulative_cost,73_cumulative_cost,74_cumulative_cost,75_cumulative_cost,76_cumulative_cost,77_cumulative_cost,78_cumulative_cost,79_cumulative_cost,7_cumulative_cost,80_cumulative_cost,81_cumulative_cost,82_cumulative_cost,83_cumulative_cost,8_cumulative_cost,9_cumulative_cost,Wildlife Sanctuary,Year
87,,,0,75,43.66134047,,0,108.2227411,14.55378016,,0,14.55378016,0,,,62.70019253,50.00762052,0,146.3005285,0,14.55378016,0,,,0,0,,,0,0,,,14.55378016,0,14.55378016,,,0,14.55378016,,,0,,14.55378016,,,0,20.90006021,14.55378016,,0,80.900084,,,0,14.55378016,20.90006021,15,14.55378016,15,14.55378016,179.1304338,,0,0,,15,,14.55378016,0,105,162.7154692,15,0,,,14.55378016,0,14.55378016,,104.5002535,122.7002163,0,50.00762052,KPWS,2016
88,0,,0,182.6975621,45,,14.55260081,,0,,0,50.8992509,0,14.55260081,300.7946745,0,0,20.89923899,,0,134.4960878,15,43.65780244,,50.00444062,62.69770506,,,0,20.89923899,,15,0,0,166.4252471,,,50.89922708,0,,,0,0,0,,,0,15,14.55260081,259.8919385,0,20.89923899,,,15,45,165,15,230.8993224,15,14.55260081,62.69772888,276.4994154,62.69772888,0,50.8992509,43.65780244,,14.55260081,62.69770506,0,660.6840092,0,79.10964224,108.2148439,50.8992509,0,0,122.6976336,14.55260081,,230.8993224,0,,KPWS,2016
89,0,,0,0,20.90581517,,14.56204339,0,45,,0,14.56204339,0,0,0,122.717363,0,14.56204339,427.2093092,50.02990196,0,45,50.90582696,,,0,104.529123,283.0225963,0,0,,104.529123,0,0,0,0,,50.02990196,0,,,0,0,,,,14.56204339,0,14.56204339,50.90580338,14.56204339,0,62.71743371,,0,43.68613018,0,43.68613018,,62.71743371,14.56204339,0,14.56204339,14.56204339,0,0,20.90581517,,14.56204339,0,50.02990196,,14.56204339,0,0,,20.90581517,14.56204339,0,0,15,50.02990196,0,0,KPWS,2016
0000000000000000008a,0,,0,179.1188805,0,,43.65790506,91.80301235,,0,0,14.55263502,0,0,343.4881799,0,0,50.00453285,,0,194.4960878,15,43.65790506,,43.65790506,110.8992985,,,0,0,,75,0,0,135,,,62.69780034,0,,,0,0,14.55263502,,,0,0,,217.1988259,0,14.55263502,,,0,56.35114353,105,0,170.8993224,15,20.89926281,43.65790506,271.6908452,43.65790506,45,14.55263502,62.69777652,,20.89926281,105,0,600.6845331,45,104.4962664,108.2150729,14.55263502,15,0,104.4963617,0,,170.8993224,0,,KPWS,2017
0000000000000000008b,,,14.55342139,43.66026416,0,,0,14.55342139,20.89981038,,0,0,0,50.89982228,0,0,0,15,370.1819237,14.55342139,20.89981038,15,,50.00665316,0,0,,,14.55342139,0,,62.69944305,0,0,0,,,150.019845,0,,,43.66026416,14.55342139,14.55342139,,,0,0,,233.6187863,0,20.89981038,,,0,45,14.55342139,50.00665316,14.55342139,14.55342139,104.4990995,108.2203387,62.69941925,0,0,225,14.55342139,,43.66026416,20.89981038,105,79.11349593,15,50.00665316,91.80628582,0,43.66026416,0,62.69944305,50.89979848,259.8982236,0,15,,KPWS,2017
0000000000000000008c,,,0,15,182.7050156,,0,75,91.81710032,,0,79.12591646,45,14.55606609,,0,15,15,15,0,45,15,,0,0,15,,,0,15,,20.90165209,92.70490881,0,45,,,0,0,,45,14.55606609,,,,0,0,62.7049444,62.7049444,43.66819828,0,15,,,0,92.70498,45,20.90165209,0,0,45,279.1805972,,0,0,50.90164022,14.55606609,,0,15,0,,15,62.7049444,20.90165209,,15,0,15,15,0,14.55606609,14.55606609,,KPWS,2017
0000000000000000008d,,,0,0,20.90006021,,0,45,14.55378016,,0,0,0,20.90006021,,14.55378016,45,14.55378016,146.3005285,0,14.55378016,15,14.55378016,,0,0,,,0,0,,0,75,0,0,,,20.90006021,0,,,20.90006021,0,0,,,0,15,0,,0,15,,,15,0,45,62.70019253,50.90004832,20.90006021,45,50.9000721,,14.55378016,0,,15,,50.00762052,0,50.9000721,92.70020442,92.70020442,0,14.55378016,,101.8764611,14.55378016,20.90006021,,20.90006021,108.2227411,0,15,KPWS,2017
0000000000000000008e,,,0,0,162.7295122,,14.5556571,92.70405431,0,,0,15,0,371.7420784,62.70408992,229.9153366,79.12399565,0,260.9012723,0,75,75,,,0,289.914482,,,0,43.66697129,,45,0,0,0,,,80.90134352,289.914482,,,15,0,,,,15,79.12399565,131.0009139,282.903195,45,260.9014622,,,0,14.5556571,373.5195711,146.309464,80.901391,45,380.9012248,135,,45,91.81537002,15,14.5556571,,15,122.7041374,0,,110.9013317,175.4209919,162.7292809,,188.1124953,14.5556571,380.9012248,459.075305,122.7040187,50.90135539,0,,KPWS,2017
0000000000000000008f,,,15,15,43.67146753,,20.90241101,45,15,,15,14.55715584,0,166.4739694,224.5121499,188.1218887,164.5118892,,120.9357765,50.0167227,131.0144026,0,,45,,20.90241101,,,14.55715584,0,,104.5120077,50.0167227,0,62.7072449,,,133.6262513,0,,,14.55715584,0,14.55715584,,,0,0,0,50.0167227,14.55715584,15,,,120.9358683,0,43.67146753,14.55715584,217.2356851,62.7072449,43.67146753,259.9268293,50.90242287,50.0167227,15,91.82155658,91.82149884,,50.90242287,62.70722119,0,224.5121499,140.9024584,0,14.55715584,,135,15,0,14.55715584,,191.8550375,0,133.6264142,KPWS,2017
90,104.5134058,,14.55753014,15,131.0177713,,0,134.5134177,15,0,0,0,45,79.13279225,,133.6283033,0,50.01773197,20.90267169,0,0,105,,,0,20.90267169,,,14.55753014,0,,0,0,0,15,,,50.90265984,0,,,0,122.7080506,,,,14.55753014,0,0,43.67259042,0,0,,,0,14.55753014,62.70802692,15,72.7876507,14.55753014,14.55753014,72.7876507,0,15,0,104.5134058,14.55753014,,0,0,0,,0,0,50.01773197,,0,0,14.55753014,105,188.1242347,14.55753014,20.90267169,104.5134058,KPWS,2017
91,0,,0,0,14.54552705,,0,15,182.683002,20.89431399,0,0,0,0,0,0,14.54552705,0,49.98536808,0,45,0,14.54552705,,14.54552705,20.89431399,,43.63658114,0,0,,14.54552705,,0,0,45,,14.54552705,0,,,0,0,0,,,0,0,0,,0,15,,,0,0,91.77394959,152.68299,43.63658114,15,15,0,43.63658114,14.54552705,20.89431399,45,0,14.54552705,14.54552705,80.89433799,50.89432599,,0,0,236.259838,75,0,0,79.07642218,,43.63658114,15,0,,KPWS,2017
92,,,0,0,140.9017114,,0,50.90167582,62.70500373,,0,43.66824939,20.90166396,0,,0,0,14.55608313,50.01383022,0,20.90166396,14.55608313,,0,0,0,,,0,0,,20.90166396,110.9016284,0,20.90166396,,,0,0,,15,0,,0,,0,0,80.90164022,92.70501559,20.90166396,0,0,,,0,50.90167582,20.90166396,0,20.90166396,0,20.90166396,320.9839251,,0,0,75,0,,,14.55608313,0,,14.55608313,50.01383022,0,,0,0,14.55608313,50.90165209,0,0,0,,KPWS,2017
93,14.55261792,,0,162.7067738,14.55261792,,15,50.00448673,0,0,0,15,0,0,301.6896781,0,0,20.8992509,,0,176.2945658,14.55261792,20.8992509,,20.8992509,104.4962069,,,0,0,,50.89923899,0,0,130.9735612,,,92.69770506,0,,,0,14.55261792,0,,,14.55261792,0,14.55261792,258.9972935,0,0,,,0,14.55261792,135,14.55261792,212.6978242,14.55261792,0,20.8992509,311.9516092,20.8992509,20.8992509,15,79.10972256,,0,79.10972256,0,618.8855312,15,91.80294242,72.76308958,15,0,0,146.2948635,0,,195,0,,KPWS,2018
94,75,,0,101.9017583,15,,0,0,91.82253068,0,0,133.62772,15,,0,15,0,62.70774258,,0,20.90257691,45,0,,0,20.90257691,,,0,14.55739405,,0,0,0,50.90256506,,,0,0,,14.55739405,0,0,,,,0,0,,,0,45,,,0,50.01736501,0,206.3177659,0,0,122.7077663,188.1230026,,0,0,505.342042,0,,0,0,50.90256506,14.55739405,0,0,108.2469412,,0,,20.90257691,333.6962626,20.90257691,20.90257691,20.90257691,79.13215311,KPWS,2018
95,,,0,0,50.01667681,,50.90241101,15,14.55713883,,0,20.90239916,0,179.1641601,254.5121025,165,134.5118892,,108.2452321,62.70720934,137.3595098,14.55713883,,15,,14.55713883,,,0,0,,91.82142925,20.90239916,0,72.78569413,,,120.9356729,0,,,14.55713883,0,0,,,15,0,0,62.70720934,,45,,,133.6263209,0,43.67141648,20.90239916,204.5450386,92.70722119,50.01667681,259.9259641,62.70718564,62.70720934,0,104.5120432,79.13095447,,50.01667681,50.01667681,0,254.5121025,170.9024584,0,0,,165,0,15,20.90239916,,204.5454561,0,110.9023636,KPWS,2018-2019
96,,,14.55354099,20.89989367,15,,15,14.55354099,15,,0,15,15,79.11405764,,212.6994906,50.00697565,14.55354099,242.6994549,15,0,43.66062298,0,,0,50.00697565,,,14.55354099,0,,104.4994208,0,0,0,,,176.2990653,0,,,0,0,,,,14.55354099,0,14.55354099,218.0987456,20.89989367,43.66062298,,,164.4993018,20.89989367,20.89989367,43.66062298,179.1280208,20.89989367,20.89989367,457.0989671,,20.89989367,14.55354099,50.00697565,182.6995263,,,91.80671693,14.55354099,,50.89990557,15,50.00697565,,62.69969291,0,176.2993747,134.4993613,0,62.69966911,14.55354099,14.55354099,KPWS,2018-2019
97,,,0,14.55119728,80.89823785,,0,14.55119728,20.89826171,,0,50.00065627,14.55119728,0,,0,0,0,262.6968917,0,0,50.00065627,45,,0,14.55119728,,,0,0,,146.2877246,,0,0,,,14.55119728,0,,,0,14.55119728,0,,,0,0,14.55119728,45,14.55119728,0,,,14.55119728,0,43.65359185,15,50.00065627,15,0,15,,14.55119728,0,,20.89826171,,242.6945585,14.55119728,,0,50.89824978,14.55119728,,0,43.65359185,14.55119728,135,43.65359185,137.30784,0,0,,KPWS,2018-2019
98,,,0,15,182.7050156,,0,75,91.81710032,,0,79.12591646,45,14.55606609,,0,15,15,15,0,45,15,,0,0,15,,,0,15,,20.90165209,92.70490881,0,45,,,0,0,,45,14.55606609,,,,0,0,62.7049444,62.7049444,43.66819828,0,15,,,0,92.70498,45,20.90165209,0,0,45,279.1805972,,0,0,50.90164022,14.55606609,,0,15,0,,15,62.7049444,20.90165209,,15,0,15,15,0,14.55606609,14.55606609,,KPWS,2018-2019
99,,,14.5624664,43.6873992,104.5305962,,62.71834123,0,0,,20.90610982,15,15,62.71834123,43.6873992,101.9372648,15,14.5624664,45,20.90610982,91.84327403,15,,50.03104262,0,45,0,,62.71834123,0,,20.90610982,62.71831767,0,15,0,,50.03104262,14.5624664,120.9682068,43.6873992,50.03104262,,50.90609803,,,14.5624664,20.90610982,,43.6873992,50.03104262,14.5624664,,,50.03104262,91.84327403,50.03104262,176.3428865,137.405841,62.71834123,0,79.15597542,50.03104262,62.71831767,15,0,91.84321664,,0,0,72.812332,50.03104262,14.5624664,50.03104262,62.71834123,,62.71834123,45,20.90610982,140.9061569,0,79.15597542,75,0,KPWS,2018-2019
0000000000000000009a,,,15,20.89875053,79.10634781,,20.89875053,15,0,,0,14.55189932,15,108.2101464,,15,50.00254917,15,15,14.55189932,50.00254917,20.89875053,,,0,0,,,0,15,,15,50.00254917,0,15,,,20.89875053,14.55189932,,,14.55189932,,0,,,0,20.89875053,0,,15,15,,,14.55189932,15,20.89875053,92.69620392,0,43.65569796,92.69620392,75,15,15,0,0,0,,0,14.55189932,20.89875053,170.8988101,20.89875053,14.55189932,,,20.89875053,0,14.55189932,,170.8988101,15,0,20.89875053,KPWS,2018-2019
0000000000000000009b,,,0,0,79.11173009,,0,0,14.55304538,,0,15,0,43.65913615,,0,0,0,324.6534745,0,0,43.65913615,50.00563932,14.55304538,0,14.55304538,,,14.55304538,0,,179.1228601,43.65913615,0,0,,,0,0,,,0,,0,,,0,0,15,355.2930873,0,0,,,0,0,0,20.89954856,45,91.80469034,14.55304538,50.89956046,,0,0,,50.89953665,,43.65913615,0,50.89956046,,14.55304538,0,14.55304538,,50.89956046,0,0,,217.2022182,0,0,,KPWS,2019
0000000000000000009c,0,,0,14.54430251,0,0,0,20.89346155,105,,14.54430251,14.54430251,,,,14.54430251,80.89348557,62.68037262,122.6803005,0,49.98206656,0,,0,0,14.54430251,,,,20.89346155,,14.54430251,0,14.54430251,62.68039665,,,43.63290752,14.54430251,,,14.54430251,14.54430251,,,,0,110.8934976,,,0,20.89346155,,,45,14.54430251,15,146.2541227,159.9873276,14.54430251,14.54430251,79.07067157,43.63290752,50.89344953,104.4673558,20.89346155,0,,20.89346155,20.89346155,204.4311256,0,45,14.54430251,62.68039665,43.63290752,0,0,62.68039665,225,172.6857319,20.89346155,162.6443316,20.89346155,KPWS,2019
0000000000000000009d,,,0,20.8986075,92.69584634,,0,166.4155465,0,,15,0,120.90261,105,,110.8986433,108.2087709,15,313.4796966,0,45,72.7584695,104.4930852,182.6956675,0,45,,,0,20.8986075,,302.6955245,,0,75,,,43.6550817,43.6550817,,,50.89861942,,,,,0,91.79916414,20.8986075,722.0124162,0,165,,,50.0019953,152.6957033,105,80.89858366,104.4929898,50.89861942,105,50.89861942,45,14.5516939,50.0019953,,0,,120.90261,50.0019953,62.69581057,50.0019953,15,14.5516939,,92.69584634,14.5516939,0,43.6550817,14.5516939,0,0,20.8986075,,KPWS,2019
0000000000000000009e,,,75,0,14.5545826,,0,14.5545826,0,,43.66374779,14.5545826,0,130.9912434,14.5545826,108.2281146,45,0,,15,137.3372798,45,0,,0,50.90060712,,,0,45,,0,14.5545826,0,0,,,62.70186888,14.5545826,,0,0,0,14.5545826,,15,14.5545826,15,91.81103408,79.11894939,,20.900619,,,45,0,72.77291299,0,79.11894939,62.70186888,43.66374779,80.90064277,,62.70186888,20.900619,75,79.11894939,,15,45,0,,62.70186888,14.5545826,75,,50.00978419,0,130.9912434,20.900619,0,62.70186888,14.5545826,,KPWS,2019
0000000000000000009f,,,15,15,43.67146753,,20.90241101,45,15,,15,14.55715584,0,166.4739694,224.5121499,188.1218887,164.5118892,,120.9357765,50.0167227,131.0144026,0,,45,,20.90241101,,,14.55715584,0,,104.5120077,50.0167227,0,62.7072449,,,133.6262513,0,,,14.55715584,0,14.55715584,,,0,0,0,50.0167227,14.55715584,15,,,120.9358683,0,43.67146753,14.55715584,217.2356851,62.7072449,43.67146753,259.9268293,50.90242287,50.0167227,15,91.82155658,91.82149884,,50.90242287,62.70722119,0,224.5121499,140.9024584,0,14.55715584,,135,15,0,14.55715584,,191.8550375,0,133.6264142,KPWS,2019
000000000000000000a0,,,14.55371183,79.11485995,108.2222836,,0,15,0,14.55371183,0,14.55371183,0,0,104.5001107,80.89998884,14.55371183,75,242.7001212,14.55371183,146.3001955,15,,0,0,72.76855915,,,15,14.55371183,,105,14.55371183,0,75,,,20.90001263,14.55371183,,,45,72.76855915,0,,,0,20.90001263,,135,50.90000074,0,,,79.11485995,133.6073709,0,14.55371183,110.8999769,15,146.3001955,105,,14.55371183,45,0,105,,14.55371183,20.90001263,,165,15,0,20.90001263,,75,14.55371183,146.3001955,15,140.9000602,105,72.76855915,79.11485995,KPWS,2020
000000000000000000a1,,,79.15565761,0,212.7182587,,62.71819983,92.71821161,,,72.81199367,43.6871962,0,170.9061216,133.655158,134.5303723,0,14.56239873,165,62.71819983,50.03086015,14.56239873,,50.03086015,0,20.90606268,20.90606268,,0,0,,0,91.84293989,0,43.6871962,0,,50.03086015,0,105,14.56239873,43.6871962,,43.6871962,,,14.56239873,14.56239873,15,62.71819983,79.15565761,0,,,140.9061098,75,15,284.5304312,176.3425566,170.9061216,14.56239873,43.6871962,50.90607447,91.8429973,62.71819983,15,62.71819983,,43.6871962,0,50.03086015,164.5303841,14.56239873,110.9060273,170.9061216,,79.15565761,62.71819983,15,272.7182823,15,43.6871962,14.56239873,0,KPWS,2020
000000000000000000a2,0,20.90510746,14.56102736,0,20.90510746,,0,43.68308207,15,104.5255845,0,0,45,110.905072,14.56102736,0,92.71527516,0,0,14.56102736,91.83733139,15,,62.71533417,20.90510746,50.02716217,20.90510746,,0,0,,20.90510746,0,0,108.2712716,133.647477,,80.90508385,20.90510746,133.6476392,,0,14.56102736,15,,0,0,75,140.9050602,175.4579131,0,0,,14.56102736,62.71531056,0,14.56102736,14.56102736,120.9594436,0,80.90513106,135,,14.56102736,0,104.5255845,20.90510746,,14.56102736,80.90513106,14.56102736,91.83738888,0,50.90509565,275.5123201,15,0,14.56102736,133.6476392,110.905072,43.68308207,20.90510746,0,79.14921689,KPWS,2020
000000000000000000a3,0,0,0,14.56160325,62.71651397,,0,0,14.56160325,43.68480976,0,50.0287151,0,79.15192161,43.68480976,20.90550859,0,0,14.56160325,14.56160325,62.71653756,14.56160325,14.56160325,14.56160325,0,75,,,0,43.68480976,,134.5276019,0,0,15,62.71653756,,191.8972096,0,20.90550859,233.7082858,0,0,15,,,50.90552038,108.2751281,,,15,45,,,15,79.15192161,15,20.90550859,20.90550859,14.56160325,50.90549679,0,14.56160325,14.56160325,0,79.15192161,20.90550859,,14.56160325,104.5274958,43.68480976,170.9055676,14.56160325,179.2093636,15,43.68480976,0,0,62.71651397,150.0861571,366.6358125,101.9312228,0,20.90550859,KPWS,2020
000000000000000000a4,,,14.5536435,140.9000126,137.329113,,0,120.914481,15,,15,45,20.89996505,14.5536435,0,0,15,134.4997182,,0,170.8999056,15,0,0,,146.2996483,,,15,15,,0,0,0,20.89996505,,,0,105,,,0,62.69990705,0,,0,15,110.9000007,62.69990705,45,0,79.11453904,,,0,146.2996483,15,43.6609305,0,0,170.8999056,140.8999175,15,0,108.221826,14.5536435,0,,0,104.4998728,0,62.69988325,14.5536435,45,133.6069963,,0,0,289.8999367,92.69991894,0,43.6609305,80.89998884,133.6069963,KPWS,2020
000000000000000000a5,14.55225869,,15,20.89900076,45,,14.55225869,43.65677606,0,,0,45,,20.89900076,,45,14.55225869,14.55225869,91.80153158,0,50.00351814,14.55225869,14.55225869,,0,0,,,0,20.89900076,,43.65677606,0,14.55225869,14.55225869,,,50.00351814,0,,,130.9703282,0,0,,,14.55225869,20.89900076,20.89900076,,14.55225869,162.703854,,,43.65677606,45,20.89900076,50.89901268,50.00351814,20.89900076,91.80147353,80.89897694,14.55225869,43.65677606,14.55225869,,43.65677606,,20.89900076,14.55225869,,91.80153158,79.10803552,14.55225869,,45,14.55225869,0,50.00351814,,200.8990722,0,14.55225869,,KPWS,2021
000000000000000000a6,,50.02784741,14.56128148,14.56128148,20.90528446,,0,0,50.02784741,,14.56128148,14.56128148,0,0,14.56128148,0,14.56128148,20.90528446,20.90528446,0,0,45,,0,14.56128148,72.80640738,,,14.56128148,0,,0,0,0,0,,,0,0,,,0,,0,,,14.56128148,14.56128148,0,0,14.56128148,0,,,14.56128148,43.68384443,14.56128148,50.02784741,20.90528446,14.56128148,14.56128148,20.90528446,0,14.56128148,0,0,14.56128148,,0,0,15,14.56128148,14.56128148,0,14.56128148,,0,14.56128148,0,14.56128148,14.56128148,43.68384443,14.56128148,0,KPWS,2021
000000000000000000a7,,,0,0,110.9018656,,0,0,62.70569177,133.6222381,15,,0,0,50.01474884,20.90190121,45,0,50.01474884,14.55642381,91.81850533,0,20.90190121,15,20.90190121,0,,,0,0,,50.01474884,0,0,0,0,,50.01474884,0,,,0,0,45,,,14.55642381,0,14.55642381,50.01474884,0,43.66927144,,,20.90190121,0,0,14.55642381,79.12759646,20.90190121,50.90191307,50.01474884,15,14.55642381,14.55642381,15,45,,20.90190121,0,0,50.01474884,50.90191307,20.90190121,14.55642381,,50.90188935,14.55642381,43.66927144,104.5095535,,62.70569177,0,0,CWS,2004
000000000000000000a8,,,0,134.482662,165,,0,122.6895781,0,,14.54874448,0,45,152.6895422,14.54874448,14.54874448,133.5801421,152.6895422,0,14.54874448,122.6895781,20.89655393,,0,0,122.6895781,,,20.89655393,75,,15,0,0,110.8965898,152.6895422,,20.89655393,140.8965061,,,0,50.89656589,137.2865098,,,14.54874448,122.6895781,14.54874448,,0,122.6895781,,,0,62.68964983,45,49.9940429,0,0,134.482662,152.6895422,14.54874448,0,134.4828294,0,0,,14.54874448,122.6895781,14.54874448,14.54874448,14.54874448,146.2757699,146.2757699,15,49.9940429,,146.2757699,134.482662,15,0,134.482662,0,CWS,2004
000000000000000000a9,,,0,130.9185806,493.4256225,0,0,0,15,,0,0,0,15,0,0,182.6848368,75,0,0,20.89499755,92.68494472,0,0,0,62.68498068,,,0,45,,0,14.54650896,0,20.89499755,,,14.54650896,80.89502153,,,0,43.63952687,15,,,0,0,92.68494472,,0,14.54650896,,,0,20.89499755,0,134.4748799,0,0,182.6848368,798.7907288,20.89499755,0,50.89498557,271.6345367,0,,0,14.54650896,15,,0,258.9375192,446.1914045,0,15,0,346.2160564,0,15,0,14.54650896,50.89498557,CWS,2004
000000000000000000aa,,,0,49.9851822,253.6215956,,0,62.68278598,50.89425399,,0,0,0,468.7781338,,0,80.89428999,191.7441266,,0,266.3192234,45,0,0,0,164.471402,,,0,152.682846,,0,0,0,14.5454581,195.4397632,,0,91.77366771,,,0,45,,,,15,140.894314,,0,0,133.5622942,,,0,92.68282198,0,92.68282198,0,14.5454581,438.7783859,467.8689573,0,0,14.5454581,135,0,,0,188.0485859,0,0,15,247.2727877,467.8689573,14.5454581,15,0,399.0761767,14.5454581,15,15,49.9851822,152.682846,CWS,2004
000000000000000000ab,,,0,14.54650896,229.8452727,0,0,108.1740513,15,,0,0,0,75,,0,206.2647072,62.68500465,45,0,49.98801547,43.63952687,0,0,0,110.8949616,,,0,0,,14.54650896,0,0,146.2650908,,,14.54650896,110.8950335,,,0,75,15,,0,0,14.54650896,,,0,50.89498557,,,0,79.08103338,0,62.68498068,15,0,120.8709476,680.8947338,20.89499755,0,14.54650896,175.3577896,0,,0,0,0,,0,122.6849088,195,45,14.54650896,,182.6848368,0,80.89502153,0,15,45,CWS,2004
000000000000000000ac,14.54716298,,0,0,0,14.54716298,14.54716298,0,14.54716298,,0,0,0,14.54716298,0,14.54716298,14.54716298,108.1784308,0,14.54716298,0,101.8301409,0,14.54716298,14.54716298,14.54716298,,,0,0,,0,14.54716298,14.54716298,0,0,,14.54716298,0,,,14.54716298,0,62.68634664,,0,14.54716298,14.54716298,0,75,14.54716298,0,,,14.54716298,0,14.54716298,0,14.54716298,14.54716298,0,0,62.68634664,0,14.54716298,,14.54716298,,0,0,14.54716298,43.64148894,14.54716298,14.54716298,49.98977884,92.68631071,20.89545287,14.54716298,45,14.54716298,50.89546485,14.54716298,0,43.64148894,CWS,2004
000000000000000000ad,,,20.89891736,20.89891736,91.80104184,,43.65641674,14.55213891,14.55213891,,14.55213891,,14.55213891,14.55213891,0,0,14.55213891,43.65641674,0,14.55213891,14.55213891,14.55213891,,0,14.55213891,14.55213891,,,20.89891736,15,,15,20.89891736,20.89891736,14.55213891,20.89891736,,14.55213891,14.55213891,,,20.89891736,0,14.55213891,,,14.55213891,0,14.55213891,,20.89891736,14.55213891,,,14.55213891,50.00319519,14.55213891,45,80.89889353,50.00319519,14.55213891,14.55213891,0,14.55213891,14.55213891,43.65641674,0,,50.00319519,15,0,,45,0,14.55213891,50.00319519,50.00319519,14.55213891,15,162.7031901,20.89891736,45,14.55213891,0,CWS,2004
000000000000000000ae,,,43.64772731,110.8969365,15,0,0,0,0,,0,0,0,194.4845868,0,0,43.64772731,101.8446971,,0,170.8969604,0,0,0,0,110.8969365,,,0,20.89690062,,0,0,0,0,105,,0,135,,,0,0,14.54924244,,,0,108.1923552,105,0,0,135,,,0,140.8969484,104.4845509,0,0,0,165,170.8969604,,0,50.89688867,152.6907497,0,,0,15,0,,0,45,152.6907497,14.54924244,14.54924244,,0,164.4845748,0,14.54924244,43.64772731,0,CWS,2004
000000000000000000af,,,20.90207909,20.90207909,0,,20.90207909,0,14.55667924,134.5102888,43.67003772,,0,0,133.6236384,14.55667924,0,14.55667924,133.6236384,14.55667924,15,15,,133.6236384,104.510348,0,,,14.55667924,0,,80.90210281,0,0,79.12879605,20.90207909,,104.510348,14.55667924,,,104.510348,20.90207909,20.90207909,,,20.90207909,15,15,14.55667924,104.510348,20.90207909,,,91.81960762,15,14.55667924,20.90207909,79.12879605,72.7833962,45,14.55667924,105,108.2421545,14.55667924,0,120.9328743,,91.81960762,0,14.55667924,43.67003772,133.6236384,15,0,146.3144469,80.90205538,104.510348,15,20.90207909,,92.70618985,62.70622543,0,CWS,2004
000000000000000000b0,,,0,14.55475324,218.1063434,0,0,15,0,,0,,0,0,0,0,14.55475324,15,14.55475324,15,14.55475324,62.70222537,,0,14.55475324,0,,,0,0,,14.55475324,0,0,0,20.90073783,,0,0,,,0,14.55475324,14.55475324,,,0,14.55475324,,80.90076159,0,15,,,14.55475324,,0,160.1022856,0,43.66425972,15,14.55475324,14.55475324,14.55475324,0,,14.55475324,,14.55475324,14.55475324,14.55475324,80.90076159,15,15,20.90073783,0,14.55475324,14.55475324,14.55475324,50.90072595,,20.90073783,0,0,CWS,2004
000000000000000000b1,,,0,91.82713128,104.5168986,,0,50.02043659,0,0,14.55853317,0,0,43.6755995,0,0,131.0267985,45,0,0,134.5169104,0,0,0,0,43.6755995,,,0,43.6755995,,0,14.55853317,15,72.79266584,72.79266584,,0,15,,,0,0,15,,,14.55853317,101.9097322,15,,0,104.5168039,,,0,131.0267985,0,75,0,14.55853317,45,45,0,0,43.6755995,72.79266584,0,,0,20.90337025,0,,0,101.9097322,79.13750292,,14.55853317,0,50.90335842,105,,0,50.02043659,14.55853317,CWS,2004
000000000000000000b2,,,91.80649543,50.89983418,170.8997866,,15,14.55347265,0,,0,0,0,0,137.3276273,0,75,0,0,62.69955014,14.55347265,0,108.220682,,62.69955014,0,,,,45,,120.9134407,14.55347265,0,50.00679138,,,62.69955014,0,,,62.69955014,45,15,,,0,20.89984608,130.9812538,,50.89985798,120.9133486,,,20.89984608,91.80643746,92.69956203,50.89983418,43.66041795,50.00679138,50.89983418,50.89983418,50.89983418,20.89984608,0,62.69952634,91.80649543,,0,0,14.55347265,14.55347265,14.55347265,14.55347265,14.55347265,,50.89983418,0,50.89983418,75,50.00679138,120.9134407,14.55347265,,CWS,2004
