system:index,0_cumulative_cost,10_cumulative_cost,11_cumulative_cost,12_cumulative_cost,13_cumulative_cost,14_cumulative_cost,15_cumulative_cost,16_cumulative_cost,17_cumulative_cost,18_cumulative_cost,19_cumulative_cost,1_cumulative_cost,20_cumulative_cost,21_cumulative_cost,22_cumulative_cost,23_cumulative_cost,24_cumulative_cost,25_cumulative_cost,26_cumulative_cost,27_cumulative_cost,28_cumulative_cost,29_cumulative_cost,2_cumulative_cost,30_cumulative_cost,31_cumulative_cost,32_cumulative_cost,33_cumulative_cost,34_cumulative_cost,35_cumulative_cost,36_cumulative_cost,37_cumulative_cost,38_cumulative_cost,39_cumulative_cost,3_cumulative_cost,40_cumulative_cost,41_cumulative_cost,42_cumulative_cost,43_cumulative_cost,44_cumulative_cost,45_cumulative_cost,46_cumulative_cost,47_cumulative_cost,48_cumulative_cost,49_cumulative_cost,4_cumulative_cost,50_cumulative_cost,51_cumulative_cost,52_cumulative_cost,53_cumulative_cost,54_cumulative_cost,55_cumulative_cost,56_cumulative_cost,57_cumulative_cost,58_cumulative_cost,59_cumulative_cost,5_cumulative_cost,60_cumulative_cost,61_cumulative_cost,62_cumulative_cost,63_cumulative_cost,64_cumulative_cost,65_cumulative_cost,66_cumulative_cost,67_cumulative_cost,68_cumulative_cost,69_cumulative_cost,6_cumulative_cost,70_cumulative_cost,71_cumulative_cost,72_cumulative_cost,73_cumulative_cost,74_cumulative_cost,75_cumulative_cost,76_cumulative_cost,77_cumulative_cost,78_cumulative_cost,79_cumulative_cost,7_cumulative_cost,80_cumulative_cost,81_cumulative_cost,82_cumulative_cost,83_cumulative_cost,8_cumulative_cost,9_cumulative_cost,Wildlife Sanctuary,Year
144,,,20.90530805,14.56131535,14.56131535,,0,14.56131535,0,,14.56131535,,0,20.90530805,80.90528446,0,0,14.56131535,,15,0,0,50.02793876,0,0,14.56131535,,,50.90531985,0,,108.2732002,14.56131535,14.56131535,14.56131535,0,,14.56131535,14.56131535,,,14.56131535,0,104.5264931,,,0,0,104.5264931,,14.56131535,0,,,15,14.56131535,0,50.02793876,80.90533165,20.90530805,0,0,191.8941819,,14.56131535,20.90530805,80.90533165,,14.56131535,0,255,225,20.90530805,0,122.7159596,,15,14.56131535,14.56131535,92.71587697,,0,14.56131535,0,CWS,2013
145,79.09451525,,0,20.89699623,134.4848736,0,0,43.64813927,79.09451525,,0,,0,49.99575574,,14.54937976,20.89699623,160.0431773,,0,104.4850289,49.99575574,0,0,0,14.54937976,,,0,14.54937976,,0,0,0,15,79.09451525,,0,14.54937976,,,0,0,0,,0,0,80.89697233,15,0,0,92.69094088,,,0,120.8884271,43.64813927,80.89697233,0,0,80.89697233,133.5836242,0,0,0,,0,,0,0,,0,0,104.4849333,120.8884271,79.09451525,0,0,43.64813927,152.6908692,0,0,0,0,CWS,2013
146,,,0,15,62.69284006,0,0,43.65081548,14.55027183,,0,0,0,0,,0,62.69286394,14.55027183,0,0,188.078365,15,,0,0,43.65081548,,,0,0,,0,0,0,0,223.9764121,,0,49.99816098,,,0,43.65081548,164.4879195,,0,0,108.1992483,14.55027183,,0,72.75135913,,,0,164.4879195,43.65081548,195,0,0,233.5850597,146.2834288,0,0,15,217.1792907,0,,0,43.65081548,49.99816098,14.55027183,14.55027183,218.0787589,229.8740891,62.69284006,0,0,212.6929236,195,0,0,20.89761733,0,CWS,2013
147,,,0,14.54557875,217.1404993,0,0,0,45,,0,0,0,49.98550749,14.54557875,0,50.89433799,0,,0,15,0,,0,0,20.89434998,,,0,80.89437398,,0,0,14.54557875,20.89434998,,,0,15,,,0,0,,,,0,62.68306195,149.9565345,0,0,175.3517154,,,0,217.1404993,14.54557875,182.682894,15,0,204.4428729,204.4428729,14.54557875,0,14.54557875,,0,,0,133.5629554,45,62.68303795,0,220.8364279,246.2309971,0,15,0,295.4120222,75,0,0,104.4717979,189.0925238,CWS,2013
148,,,0,179.1152563,134.495123,,0,20.89901268,43.65682739,,0,,0,150.0105782,,0,122.6970738,,,0,166.4217707,20.89901268,0,14.5522758,0,20.89901268,,,0,0,,15,0,0,14.5522758,,,0,0,,,15,0,14.5522758,,,0,91.80154349,,,0,233.6068507,,,14.5522758,0,92.69699038,15,14.5522758,0,15,14.5522758,50.00356427,,14.5522758,14.5522758,14.5522758,,15,15,0,,14.5522758,62.69702612,14.5522758,,14.5522758,0,0,14.5522758,62.69704995,14.5522758,0,0,CWS,2013
149,14.5592465,,0,15,14.5592465,,0,0,0,,0,,0,45,0,,14.5592465,80.90389073,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,50.9038789,,0,0,,,0,0,0,,,0,0,0,0,0,43.67773951,,,0,108.2593461,0,15,0,0,20.90386708,0,0,0,0,137.3778391,0,,0,0,0,,0,120.9485075,0,20.90386708,0,0,0,15,20.90386708,0,0,0,CWS,2013
0000000000000000014a,,,0,0,0,,43.64607887,15,0,,15,14.54869296,0,50.89653001,134.4826501,20.89651805,20.89651805,0,,15,0,20.89651805,15,160.0356225,0,0,,,49.99390397,0,,49.99390397,,0,0,,,20.89651805,0,,,72.74346478,0,137.2860617,,,0,14.54869296,,,14.54869296,0,,,72.74346478,0,15,0,43.64607887,0,43.64607887,0,,0,0,14.54869296,134.4826501,20.89651805,14.54869296,0,104.4826381,,0,0,20.89651805,,45,62.6895422,0,14.54869296,149.9817239,15,0,14.54869296,CWS,2013
0000000000000000014b,,,0,137.3534398,0,,0,43.66932253,137.3534398,,0,0,0,50.90190121,0,0,0,20.90191307,,0,14.55644084,91.81863276,0,0,0,0,,,0,0,,0,0,0,120.9315144,108.2405581,,0,15,,,0,0,0,,,0,15,0,0,0,108.2405581,,,0,224.6920849,91.81863276,45,0,0,131.0079676,101.8950859,0,0,14.55644084,,0,,0,0,0,,0,50.01479476,14.55644084,,0,0,45,80.90188935,0,0,45,,CWS,2013
0000000000000000014c,,,0,160.1206619,0,,0,15,188.1173007,,0,0,0,79.12759646,0,0,0,20.90190121,,0,0,62.70569177,0,0,0,0,,,0,0,,0,0,0,175.4259472,160.1206619,,0,43.66927144,,,0,0,,,,0,45,0,0,0,160.1206619,,,0,189.2335096,131.0078143,50.01474884,0,0,166.4661393,131.0078143,0,0,0,,0,,0,0,0,,0,120.9314107,0,,0,0,20.90190121,91.81850533,0,0,0,,CWS,2014
0000000000000000014d,0,,50.89944142,43.65872585,14.55290862,,50.89944142,50.89946523,20.89945332,,0,104.497219,0,20.89945332,50.89944142,50.89944142,91.8041311,75,0,45,0,0,50.89944142,,62.69834806,43.65872585,,,14.55290862,0,,130.9761775,0,0,14.55290862,,,0,0,,,50.00527055,,62.69834806,,,0,0,15,14.55290862,45,20.89945332,,,62.69834806,14.55290862,50.89944142,0,,15,20.89945332,134.4971595,0,50.89944142,0,20.89945332,92.69831234,0,0,14.55290862,43.65872585,,50.89944142,14.55290862,15,,104.497219,14.55290862,0,101.8703603,133.6029678,104.497219,0,,CWS,2014
0000000000000000014e,,,0,91.800354,162.7020378,,0,150.0082251,43.65595469,,0,,0,20.89881012,0,0,108.2107195,108.2107195,0,0,50.00277991,43.65595469,0,,0,80.89878628,,,0,0,,0,0,20.89881012,14.5519849,639.0052431,,0,0,,,0,0,62.69641844,,,0,162.7020378,,14.5519849,0,233.6036875,,,0,,15,79.1067497,,0,349.8872569,236.2913133,15,45,91.80041207,,0,,0,45,,,0,79.1067497,253.7305684,,14.5519849,0,0,62.69644227,15,0,72.75992448,0,CWS,2014
0000000000000000014f,,,0,50.89910798,15,,0,0,14.55239555,,0,0,0,248.0914596,0,0,14.55239555,20.89909607,,0,15,14.55239555,0,,0,0,,,0,0,,0,0,0,50.00388717,,,0,14.55239555,,,0,0,20.89909607,,,0,50.00388717,137.3182605,0,0,101.8667689,,,0,101.8667689,15,91.80203318,0,0,45,137.3182605,15,0,0,20.89909607,0,,0,0,0,,0,108.2134694,50.00388717,,0,0,15,15,15,0,0,,CWS,2014
150,0,,0,15,0,,0,0,0,,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,,,,0,,0,0,0,0,14.55579345,,0,0,,,0,0,0,,,0,0,0,0,0,20.90146222,,,0,0,15,20.90146222,0,0,0,20.90146222,0,0,0,,0,,0,0,0,,0,14.55579345,0,,0,0,0,80.90148596,,0,0,0,CWS,2014
151,,,15,14.55632162,79.12711653,,14.55632162,14.55632162,14.55632162,,14.55632162,,14.55632162,0,50.01447329,14.55632162,15,0,43.66896486,15,14.55632162,14.55632162,50.01447329,43.66896486,15,14.55632162,,,14.55632162,0,,14.55632162,0,14.55632162,50.90181818,14.55632162,,75,14.55632162,,,50.01447329,14.55632162,43.66896486,,,20.90183004,14.55632162,0,110.9018656,15,20.90183004,,,20.90183004,0,14.55632162,14.55632162,162.734253,80.90185377,45,20.90183004,62.70550199,50.01447329,14.55632162,0,14.55632162,,14.55632162,14.55632162,0,14.55632162,20.90183004,15,0,50.01447329,79.12711653,43.66896486,45,75,134.5092095,43.66896486,14.55632162,14.55632162,CWS,2014
152,,,0,15,62.70743451,0,0,122.7074819,14.55725794,14.55725794,0,14.55725794,0,50.90249397,0,0,92.70747006,0,0,0,0,45,0,0,0,14.55725794,,,0,0,,0,0,0,108.2460298,45,,14.55725794,0,,,0,14.55725794,14.55725794,,,0,20.90248212,43.67177382,14.55725794,0,45,,,0,0,20.90248212,0,14.55725794,0,131.0153215,15,0,0,0,15,0,,0,0,0,0,0,0,45,105,14.55725794,0,122.7074819,50.016998,0,0,0,15,CWS,2014
153,,,0,14.56046804,170.9046588,0,0,0,14.56046804,,0,15,0,0,0,0,0,14.56046804,14.56046804,0,0,45,0,0,0,0,,,0,0,,15,0,0,0,14.56046804,,0,0,,0,0,0,91.83510154,,,0,0,0,0,0,0,,,15,45,0,104.5235422,20.90471788,0,0,0,0,0,14.56046804,,0,,0,0,0,72.80234022,0,0,50.90470607,110.9046825,0,0,0,14.56046804,0,0,0,0,CWS,2014
154,,,15,20.90559114,188.1501316,,14.56172178,43.68516533,0,,0,43.68516533,0,91.84022877,,0,15,50.02903469,20.90559114,14.56172178,0,20.90559114,15,20.90559114,14.56172178,45,,,0,0,,20.90559114,14.56172178,0,50.02903469,20.90559114,,43.68516533,0,,0,43.68516533,91.84017133,0,,,15,162.77489,0,14.56172178,14.56172178,91.84022877,,,20.90559114,104.5279085,170.9055322,14.56172178,20.90559114,20.90559114,162.77489,50.90557935,0,0,72.80860888,,14.56172178,0,14.56172178,0,14.56172178,14.56172178,14.56172178,133.6514464,62.71676164,,20.90559114,14.56172178,101.9320524,14.56172178,14.56172178,50.02903469,14.56172178,0,CWS,2014
155,0,,0,0,0,0,0,0,14.54996313,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,,,0,0,,,0,0,0,,0,0,0,0,15,0,0,,,0,14.54996313,0,20.8974024,14.54996313,0,0,49.99732866,,0,0,15,0,,0,0,14.54996313,0,0,0,14.54996313,49.99732866,0,,0,104.4869642,91.79214541,0,0,0,CWS,2014
156,,,20.90530805,0,43.68394606,,14.56131535,0,14.56131535,,0,,0,15,72.80657676,0,0,0,,15,0,0,20.90530805,0,0,0,,,45,0,,137.3958309,0,0,0,0,,0,0,,,0,0,92.71587697,,,14.56131535,0,92.71587697,,0,0,,,14.56131535,20.90530805,0,50.02793876,72.80657676,20.90530805,0,14.56131535,162.771619,,0,15,92.71594776,,0,0,255,204.5821083,14.56131535,0,110.9053434,,15,0,0,80.90528446,,0,0,0,CWS,2014
157,,,0,0,0,,0,0,14.56075622,,0,,0,15,15,0,0,15,,0,15,20.9049186,0,0,0,14.56075622,,,0,0,,0,0,0,108.2694559,0,,0,0,,131.046806,0,0,0,,0,0,0,14.56075622,0,14.56075622,14.56075622,,,0,0,14.56075622,14.56075622,0,0,0,50.02643104,20.9049186,,0,50.90490679,0,,0,0,0,0,14.56075622,15,,,0,0,14.56075622,0,0,0,0,43.68226866,CWS,2014
158,,,0,179.1152563,134.495123,,0,20.89901268,43.65682739,,0,,0,150.0105782,,0,122.6970738,,,0,166.4217707,20.89901268,0,14.5522758,0,20.89901268,,,0,0,,15,0,0,14.5522758,,,0,0,,,15,0,14.5522758,,,0,91.80154349,,,0,233.6068507,,,14.5522758,0,92.69699038,15,14.5522758,0,15,14.5522758,50.00356427,,14.5522758,14.5522758,14.5522758,,15,15,0,,14.5522758,62.69702612,14.5522758,,14.5522758,0,0,14.5522758,62.69704995,14.5522758,0,0,CWS,2014
159,0,,0,50.90226878,45,0,0,45,45,,0,,0,75,0,15,105,105,0,20.90225693,105,91.82059408,,0,0,72.78467297,,,0,62.70678265,,0,0,14.55693459,105,86.80451386,,14.55693459,0,,,14.55693459,75,0,,,0,105,20.90225693,,14.55693459,105,,,0,105,50.01612612,104.5113321,,15,105,0,14.55693459,14.55693459,50.01612612,0,0,,50.01612612,105,,,14.55693459,105,80.90228064,,15,0,43.67080378,108.2438645,,0,79.12999531,14.55693459,CWS,2014
0000000000000000015a,80.90204352,,0,75,72.78331107,,0,14.55666221,14.55666221,,0,,0,122.7061187,0,0,0,122.7061187,0,0,14.55666221,72.78331107,,14.55666221,0,14.55666221,,,0,0,,14.55666221,0,0,0,14.55666221,,14.55666221,0,,,14.55666221,,0,,,0,14.55666221,0,20.90206724,0,43.66998664,,,0,0,45,20.90206724,0,14.55666221,150.046061,14.55666221,14.55666221,0,0,,0,,0,14.55666221,0,,14.55666221,14.55666221,14.55666221,0,0,15,15,140.9020198,,0,0,20.90206724,CWS,2014
0000000000000000015b,0,,0,0,15,,0,50.90191307,14.55645787,0,0,15,50.01484068,50.01484068,0,0,105,0,0,0,0,15,0,45,0,0,,,0,0,,14.55645787,0,0,14.55645787,50.01484068,,0,20.90192493,,,0,0,,,,0,0,122.7056918,15,0,79.12775643,,,0,0,15,131.0081209,0,14.55645787,15,50.01484068,0,45,0,15,14.55645787,,20.90192493,0,15,15,0,0,15,0,0,0,15,166.4665037,,14.55645787,0,14.55645787,CWS,2014
0000000000000000015c,50.90347675,,0,0,14.55870306,,0,0,15,,0,0,0,50.90347675,0,0,14.55870306,14.55870306,,0,14.55870306,0,0,0,0,14.55870306,,,0,0,,0,0,0,50.90350041,,,0,43.67610918,,,0,0,14.55870306,,,0,0,,0,0,14.55870306,,,0,79.13830082,14.55870306,50.90347675,0,0,14.55870306,50.0208947,,0,0,,0,,0,0,0,,0,62.71045391,0,,0,,14.55870306,80.90346492,,0,0,0,CWS,2015
0000000000000000015d,0,,14.54996313,134.4870717,404.486367,,0,75,0,,20.8974024,,15,20.8974024,0,0,120.8919792,176.2819362,0,14.54996313,137.2971074,49.99732866,,0,0,80.89737852,,,14.54996313,0,,0,0,0,0,200.8973307,,0,79.09725492,,,0,0,120.8919792,,0,0,104.4869642,346.27143,0,14.54996313,175.3818505,,,0,373.4600925,43.64988939,14.54996313,0,14.54996313,404.486367,355.2550764,0,0,0,0,0,,14.54996313,75,0,0,20.8974024,404.486367,392.6918011,15,14.54996313,0,45,108.1971812,0,20.8974024,92.69215943,20.8974024,CWS,2015
0000000000000000015e,146.2494589,,0,0,15,0,0,14.54330097,20.89276437,,0,0,0,0,0,0,0,0,0,0,0,14.54330097,,14.54330097,0,0,,,0,0,,0,0,0,14.54330097,14.54330097,,0,0,,,0,0,0,,,0,0,,0,0,0,,,0,146.2492424,0,224.4635332,0,0,0,272.6780285,0,0,0,14.54330097,0,,0,15,0,0,14.54330097,165,200.8928365,75,62.6782811,0,92.67831718,79.06596827,20.89276437,14.54330097,0,248.0350958,CWS,2015
0000000000000000015f,,,0,72.76633793,110.899739,14.55326759,0,50.89971519,50.00623846,,0,0,15,260.8996081,0,14.55326759,43.65980276,260.8996081,0,0,0,0,0,0,0,20.89970329,,,14.55326759,20.89970329,,0,0,0,20.89970329,15,,0,0,,,0,0,50.00623846,,,0,14.55326759,0,,14.55326759,50.00623846,,,14.55326759,,20.89970329,43.65980276,0,0,50.00623846,137.325844,0,14.55326759,0,,0,,92.69906225,50.00623846,,14.55326759,0,20.89970329,79.11277363,,0,0,14.55326759,45,,14.55326759,20.89970329,0,CWS,2015
160,0,,0,0,75,0,0,0,14.55541843,,0,20.90120106,0,20.90120106,14.55541843,0,0,50.90121293,0,0,0,0,0,15,0,0,,,0,0,,14.55541843,0,0,0,0,,0,0,,,0,0,14.55541843,,,0,0,,15,0,80.9012248,,,0,,0,50.90121293,0,0,50.90121293,14.55541843,15,0,0,20.90120106,0,,0,0,0,,0,43.66625529,15,,0,0,0,45,,0,0,15,CWS,2015
161,,,14.54891622,0,290.8967811,,14.54891622,0,14.54891622,,0,43.64674867,0,14.54891622,43.64674867,15,0,0,43.64674867,0,14.54891622,0,,0,0,0,,,0,14.54891622,,43.64674867,0,14.54891622,14.54891622,49.99450594,,14.54891622,15,,,0,,20.8966735,,,43.64674867,0,92.68997267,14.54891622,0,0,,,0,0,0,254.4834751,20.8966735,14.54891622,14.54891622,14.54891622,0,14.54891622,15,15,0,,0,0,0,20.8966735,14.54891622,0,91.78786489,49.99450594,20.8966735,45,191.7766109,101.8424136,45,75,0,14.54891622,CWS,2015
162,,,0,45,45,0,0,72.7795637,0,0,0,20.90154529,0,122.7045528,50.01337078,0,122.7045528,75,20.90154529,20.90154529,50.01337078,20.90154529,0,50.01337078,15,72.7795637,,,14.55591274,0,,0,0,0,0,20.90154529,,0,50.01337078,,,0,0,,,,14.55591274,0,14.55591274,50.01337078,0,122.7045528,,,0,0,15,20.90154529,14.55591274,15,224.6843237,104.507679,0,0,0,14.55591274,43.66773822,,20.90154529,0,0,,20.90154529,20.90154529,15,0,15,0,122.7045528,302.7047427,,62.70462402,101.8913892,14.55591274,CWS,2015
163,,,0,15,62.70743451,0,0,122.7074819,14.55725794,14.55725794,0,14.55725794,0,50.90249397,0,0,92.70747006,0,0,0,0,45,0,0,0,14.55725794,,,0,0,,0,0,0,108.2460298,45,,14.55725794,0,,,0,14.55725794,14.55725794,,,0,20.90248212,43.67177382,14.55725794,0,45,,,0,0,20.90248212,0,14.55725794,0,131.0153215,15,0,0,0,15,0,,0,0,0,0,0,0,45,105,14.55725794,0,122.7074819,50.016998,0,0,0,15,CWS,2015
164,,,0,343.5596614,134.5195837,,0,0,14.55934836,,0,15,15,135,0,0,91.83052261,14.55934836,,0,0,45,0,0,0,0,,,0,0,,0,0,0,14.55934836,50.9039262,,0,0,,,0,0,20.90393802,,0,0,0,0,14.55934836,0,20.90393802,,,14.55934836,206.3272942,15,391.7516672,,0,0,0,14.55934836,0,0,0,0,,14.55934836,0,20.90393802,,14.55934836,50.02263474,0,146.3274597,0,0,50.90394984,206.3276962,0,0,14.55934836,0,CWS,2015
165,,,0,191.8465051,204.5374833,,0,43.66886266,14.55628755,20.90180632,0,20.90180632,0,179.1555713,0,0,80.90183004,166.4646819,0,0,175.4250104,50.01438143,0,,0,79.12695654,,,0,0,,0,0,0,43.66886266,146.312751,,0,0,,,14.55628755,43.66886266,14.55628755,,,0,14.55628755,,0,14.55628755,166.4646819,,,14.55628755,179.1555713,20.90180632,179.1555713,0,43.66886266,166.4646819,20.90180632,20.90180632,0,14.55628755,43.66886266,0,,0,14.55628755,0,43.66886266,14.55628755,50.01438143,20.90180632,,14.55628755,0,160.1191631,386.3128459,,14.55628755,14.55628755,,CWS,2015
166,80.90204352,,0,75,72.78331107,,0,14.55666221,14.55666221,,0,,0,122.7061187,0,0,0,122.7061187,0,0,14.55666221,72.78331107,,14.55666221,0,14.55666221,,,0,0,,14.55666221,0,0,0,14.55666221,,14.55666221,0,,,14.55666221,,0,,,0,14.55666221,0,20.90206724,0,43.66998664,,,0,0,45,20.90206724,0,14.55666221,150.046061,14.55666221,14.55666221,0,0,,0,,0,14.55666221,0,,14.55666221,14.55666221,14.55666221,0,0,15,15,140.9020198,,0,0,20.90206724,CWS,2015
167,,,0,0,0,,62.70298566,15,15,,20.90099918,72.77564267,0,0,14.55512853,62.70298566,15,15,,75,0,50.01125625,14.55512853,20.90099918,62.70298566,0,,,15,0,,50.9009873,50.01125625,20.90099918,0,,,15,14.55512853,,,20.90099918,0,,,,20.90099918,0,0,,80.90097542,0,,,92.70295003,0,15,50.90101106,62.70298566,62.70298566,0,0,50.9009873,14.55512853,50.01125625,,14.55512853,,20.90099918,0,0,0,104.5050434,14.55512853,20.90099918,,15,50.01125625,79.12151332,15,,80.90097542,0,0,CWS,2015
168,,,0,20.90229249,15,,0,0,50.0162638,,0,,0,20.90229249,0,14.55698566,20.90229249,20.90229249,0,0,14.55698566,14.55698566,0,0,0,0,,,0,0,,14.55698566,0,0,50.0162638,,,0,0,,,0,0,,,,0,0,0,0,0,0,,,14.55698566,14.55698566,14.55698566,50.90228064,0,0,50.0162638,14.55698566,0,0,14.55698566,0,0,,14.55698566,0,0,,14.55698566,0,0,,0,0,14.55698566,20.90229249,,14.55698566,0,0,CWS,2016
169,20.90225693,,0,0,14.55693459,,0,15,15,,0,75,0,110.9022925,15,0,14.55693459,20.90225693,45,0,110.9022214,20.90225693,0,20.90225693,0,20.90225693,,,0,0,,45,0,0,20.90225693,0,,14.55693459,0,,,0,0,45,,,0,79.12999531,62.70678265,0,0,137.3577337,,,14.55693459,20.90225693,50.90224508,80.90223322,0,20.90225693,50.90226878,0,0,0,0,45,15,,0,14.55693459,0,0,14.55693459,92.70672337,108.2438645,,0,15,122.7068064,212.7068419,,0,43.67080378,0,CWS,2016
0000000000000000016a,,,0,43.66840272,72.7806712,,0,0,0,0,0,0,0,50.01396803,14.55613424,14.55613424,14.55613424,50.01396803,0,0,0,45,43.66840272,0,0,14.55613424,,,0,0,,0,0,0,45,91.81732119,,0,20.90169955,,,14.55613424,0,79.12623651,,,0,0,0,80.90167582,0,50.01396803,,,14.55613424,0,0,72.7806712,14.55613424,15,79.12623651,0,15,0,0,0,0,,0,0,0,,14.55613424,20.90169955,15,,0,,50.01396803,20.90169955,,14.55613424,0,0,CWS,2016
0000000000000000016b,,,0,108.2375923,170.901664,0,0,0,0,0,0,0,0,45,0,0,15,14.55599794,0,0,0,79.12559639,0,0,0,0,,,0,0,,0,0,0,0,120.9288175,,0,0,,,0,0,0,,,0,0,,14.55599794,0,14.55599794,,,0,134.5080825,0,92.70483761,0,14.55599794,0,0,,0,0,14.55599794,0,,0,0,15,,0,0,15,,0,0,14.55599794,50.01360051,0,45,14.55599794,0,CWS,2016
0000000000000000016c,,,14.55224158,0,130.9701742,,20.89898885,0,14.55224158,,14.55224158,0,14.55224158,0,43.65672474,0,0,137.3169215,,14.55224158,14.55224158,14.55224158,43.65672474,14.55224158,45,20.89898885,,,14.55224158,0,,43.65672474,14.55224158,20.89898885,14.55224158,,,20.89898885,14.55224158,,,20.89898885,0,14.55224158,,,15,0,0,,15,0,,,20.89898885,20.89898885,0,120.9058525,50.89897694,0,0,15,50.00347201,15,15,,15,,72.76120789,0,,,0,14.55224158,14.55224158,,20.89898885,20.89898885,15,20.89898885,92.69699038,20.89898885,0,,CWS,2016
0000000000000000016d,152.7126415,,0,14.55972175,14.55972175,,0,14.55972175,14.55972175,,0,,0,104.5210377,0,0,15,50.02364157,,0,15,15,0,0,0,0,,,0,0,,0,0,0,15,120.951493,,0,0,,0,0,0,20.90419808,,0,0,0,14.55972175,,0,0,,,0,0,0,50.02364157,0,0,45,91.83204954,,0,0,80.90417444,0,,0,0,0,0,0,45,14.55972175,,0,0,0,101.9180522,0,0,0,14.55972175,CWS,2016
0000000000000000016e,,,20.90357139,0,14.55882197,,0,14.55882197,0,,0,,0,0,0,0,14.55882197,0,,0,14.55882197,14.55882197,14.55882197,0,14.55882197,14.55882197,,,0,0,,20.90357139,0,0,0,14.55882197,,0,15,,,0,0,,,,0,0,,15,0,0,,,0,14.55882197,20.90357139,14.55882197,0,15,20.90357139,0,45,0,0,15,20.90357139,0,14.55882197,0,0,14.55882197,15,14.55882197,,,14.55882197,0,14.55882197,15,50.02121533,14.55882197,0,0,CWS,2016
0000000000000000016f,,,0,14.55727495,0,,0,14.55727495,15,,0,,0,50.01704388,0,0,0,45,0,0,14.55727495,50.01704388,0,0,0,14.55727495,,,0,0,,0,0,0,15,15,,0,0,,,0,0,0,,,0,0,,15,0,14.55727495,,,0,20.90249397,0,0,,0,20.90249397,14.55727495,,0,15,0,0,0,0,0,0,0,14.55727495,0,15,0,0,0,15,45,,14.55727495,0,14.55727495,CWS,2016
170,,,45,20.90484776,14.56065452,,15,20.90484776,20.90484776,,14.56065452,0,45,0,,0,15,43.68196356,20.90484776,0,15,20.90484776,15,80.90482415,45,0,,,0,14.56065452,,91.83580663,0,15,15,,,0,0,,,14.56065452,0,0,,,0,14.56065452,14.56065452,20.90484776,0,14.56065452,,,15,108.2687749,15,45,15,15,20.90484776,20.90484776,20.90484776,14.56065452,15,15,0,,0,0,14.56065452,0,14.56065452,45,20.90484776,,14.56065452,15,14.56065452,43.68196356,,0,50.02615681,14.56065452,CWS,2016
171,,,0,80.89869094,14.55184797,,0,14.55184797,130.9666317,,0,,0,225,0,0,45,105,,0,45,194.4933474,0,14.55184797,0,0,,,0,0,,0,0,0,0,15,,0,0,,,0,0,0,,,0,170.8986552,189.1740236,20.89871478,0,220.9080361,,,0,133.5971537,120.9034558,195.5208904,0,0,62.69613241,258.9898564,0,20.89871478,14.55184797,,0,,0,14.55184797,0,0,0,110.898679,0,,0,0,14.55184797,92.69609665,,0,50.00241071,0,CWS,2016
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWS,2016
173,179.0971142,,20.89776058,195.5034913,276.4590737,,45,62.69326981,220.8923014,,20.89776058,,104.4888507,164.4888745,0,0,108.200626,195.5034913,0,15,133.5898058,195.5034913,0,0,0,176.2844434,,,0,80.89778445,,15,15,0,176.2844434,208.1980693,,14.55047756,104.4888507,,,0,0,,,,0,72.75238782,,14.55047756,0,149.9961591,,,15,140.8978083,170.8977009,166.4025362,0,15,191.791716,195.5034913,14.55047756,20.89776058,0,15,0,,0,20.89776058,0,,0,195.5034913,208.1980693,,0,0,14.55047756,166.4025362,0,0,43.65143269,,CWS,2016
174,,,14.55224158,0,130.9701742,,20.89898885,0,14.55224158,,14.55224158,0,14.55224158,0,43.65672474,0,0,137.3169215,,14.55224158,14.55224158,14.55224158,43.65672474,14.55224158,45,20.89898885,,,14.55224158,0,,43.65672474,14.55224158,20.89898885,14.55224158,,,20.89898885,14.55224158,,,20.89898885,0,14.55224158,,,15,0,0,,15,0,,,20.89898885,20.89898885,0,120.9058525,50.89897694,0,0,15,50.00347201,15,15,,15,,72.76120789,0,,,0,14.55224158,14.55224158,,20.89898885,20.89898885,15,20.89898885,92.69699038,20.89898885,0,,CWS,2017
175,,,0,50.89869094,20.89870286,,0,14.55183085,137.3133497,,14.55183085,,0,253.7279965,0,0,45,75,,0,15,164.4933474,0,0,0,0,,,0,0,,0,0,14.55183085,15,0,,0,0,,,0,0,15,,,0,140.8986552,195.5206731,14.55183085,0,208.214234,,,0,120.9033516,108.209688,189.1738011,0,0,50.00236456,271.6835662,0,45,14.55183085,,0,,0,14.55183085,0,0,0,80.89867902,0,,0,0,0,62.69609665,,0,20.89870286,0,CWS,2017
176,0,,0,50.0162638,15,,0,0,62.70688933,,0,,0,50.0162638,0,0,45,50.0162638,0,0,0,43.67095697,0,0,0,0,,,0,0,,0,0,0,45,,,0,0,,,0,0,,,,0,0,0,0,0,0,,,0,0,0,62.70686562,0,0,62.70686562,43.67095697,0,14.55698566,0,0,0,,0,0,0,,0,0,0,,0,0,0,50.0162638,,0,0,14.55698566,CWS,2017
